"Inches","Ram","Weight","Price","CpuType","HasSSD","GroupedOpSys"
15.6,16,2.1,1010.11265545946,"i7","SSD","Windows"
14,4,2,670.212797280696,"i3","SSD","Windows"
15.6,4,2.32,719.018930762776,"i7","NoSSD","Windows"
15.6,16,3.31,1137.35721775203,"i7","SSD","Windows"
15.6,16,1.91,1876.74399386259,"i7","SSD","Windows"
15.6,4,2.07,566.499763631278,"i3","NoSSD","Windows"
14,8,1.36,1426.70786625293,"i5","SSD","Windows"
15.6,6,1.54,724.248159350141,"i7","SSD","Windows"
15.6,8,1.98,780.035312996354,"i7","SSD","Linux"
15.6,6,2.18,696.358940217525,"i7","NoSSD","Windows"
15.6,8,2.591,792.228130985895,"i7","SSD","Windows"
15.6,16,2.09,1027.54341741735,"i7","SSD","Windows"
15.6,4,2.23,602.232825644943,"i5","SSD","Windows"
13.3,8,1.23,957.820369585807,"i5","SSD","Linux"
17.3,16,4.2,2265.12751642722,"i7","SSD","Windows"
15.6,8,2.4,713.78970217541,"i5","NoSSD","Windows"
15.6,4,1.86,422.695977478723,"i5","NoSSD","Windows"
13.3,8,1.6,1044.97417937523,"i5","SSD","Windows"
15.6,12,2.21,1156.5310559057,"i7","SSD","Windows"
17.3,16,4.3,1873.80691047269,"i7","SSD","Windows"
17.3,16,2.43,1785.69440877558,"i7","SSD","Windows"
15.6,4,2.3,434.897510849243,"i3","SSD","Windows"
13.3,16,1.2,2335.72210235665,"i7","SSD","Windows"
15.6,8,2.2,1018.82803643841,"i7","NoSSD","Windows"
15.6,8,2.36,774.797369028009,"i5","SSD","Windows"
15.6,8,1.91,504.620558680784,"i5","SSD","Windows"
17.3,8,3.3,548.197463575498,"i3","NoSSD","Windows"
15.6,16,2.2,2134.39680174308,"i7","SSD","Windows"
15.6,16,2.2,1524.32013321708,"i7","SSD","Windows"
17.3,16,2.43,1698.61903741496,"i7","SSD","Windows"
15.6,8,2.191,870.666559796379,"i5","SSD","Windows"
17.3,16,2.9,1698.62775279594,"i7","SSD","Windows"
17.3,4,3.3,521.179782540776,"i3","NoSSD","Windows"
15.6,8,2.6,1108.59646052152,"i7","SSD","Windows"
14,8,1.2,1001.39727448052,"i7","SSD","Windows"
15.6,8,2.3,1332.58175168034,"i7","SSD","Windows"
15.6,8,2.2,1286.48610168272,"i7","SSD","Windows"
12.5,8,1.26,1493.26723078911,"i5","SSD","Windows"
15,4,2.08,443.612891828185,"i3","NoSSD","Windows"
13.3,8,1.29,1287.26177058984,"i7","SSD","Windows"
15.6,4,2.18,454.820871767106,"i5","NoSSD","Linux"
15.6,16,2.6,896.812702733208,"i7","SSD","Windows"
15.6,8,2.2,1001.39727448052,"i7","SSD","Windows"
12.5,16,1.3,1438.03786152555,"i7","SSD","Windows"
14,16,1.95,3049.51180453206,"i7","SSD","Windows"
15.6,8,2.3,408.760083293393,"i3","NoSSD","Windows"
17.3,16,2.7,1392.71788043505,"i7","SSD","Windows"
11.6,4,1.08,835.805035880608,"i5","NoSSD","Mac"
15.6,4,2.1,416.595210793463,"i3","NoSSD","Windows"
14,8,1.54,1915.80633141021,"i7","SSD","Windows"
15.6,4,2.24,642.32357814808,"i5","NoSSD","Windows"
15.6,8,2.3,1018.82803643841,"i7","SSD","Windows"
13.3,16,1.4,1306.43560874352,"i7","SSD","Windows"
13.3,8,1.45,1115.56876530467,"i7","SSD","Windows"
15.6,4,2.4,315.322483818148,"i3","NoSSD","Linux"
17.3,16,2.77,1567.8970381118,"i7","SSD","Windows"
14,4,1.54,958.683192302722,"i5","SSD","Windows"
14,4,1.6,762.595835657489,"i5","NoSSD","Windows"
15.6,16,2.34,2026.32607760419,"i7","SSD","Windows"
13.3,8,1.24,1580.09857148232,"i5","SSD","Windows"
15.6,6,2.4,495.905177701842,"i3","SSD","Windows"
14,8,1.9,934.288840942661,"i5","SSD","Windows"
17.3,16,4,1655.92238599912,"i7","SSD","Windows"
15.6,4,2.29,427.053667968194,"i3","NoSSD","Windows"
15.6,8,2.32,780.026597615375,"i7","NoSSD","Windows"
15.6,8,2.4,1071.12032231206,"i7","SSD","Windows"
14,4,1.8,725.999950926909,"i5","SSD","Windows"
15.6,6,2.3,400.035986933472,"i3","NoSSD","Windows"
15.6,8,2.6,783.512750006952,"i7","NoSSD","Windows"
15.6,8,2.3,702.450991521806,"i7","NoSSD","Linux"
15.6,4,2.2,627.786322675203,"i7","NoSSD","Windows"
14,4,1.8,556.041306456547,"i7","SSD","Windows"
13.3,16,1.3,1306.43560874352,"i7","SSD","Windows"
15.6,6,2.19,665.855106791225,"i7","NoSSD","Windows"
15.6,6,2.3,400.035986933472,"i3","NoSSD","Windows"
15.6,8,2.6,783.512750006952,"i7","NoSSD","Windows"
15.6,8,2.3,702.450991521806,"i7","NoSSD","Linux"
15.6,4,2.2,627.786322675203,"i7","NoSSD","Windows"
14,4,1.8,556.041306456547,"i7","SSD","Windows"
13.3,16,1.3,1306.43560874352,"i7","SSD","Windows"
15.6,6,2.19,665.855106791225,"i7","NoSSD","Windows"
15.6,6,2.3,400.035986933472,"i3","NoSSD","Windows"
15.6,8,2.6,783.512750006952,"i7","NoSSD","Windows"
15.6,8,2.3,702.450991521806,"i7","NoSSD","Linux"
15.6,4,2.2,627.786322675203,"i7","NoSSD","Windows"
14,4,1.8,556.041306456547,"i7","SSD","Windows"
13.3,16,1.3,1306.43560874352,"i7","SSD","Windows"
15.6,6,2.19,665.855106791225,"i7","NoSSD","Windows"
